Reporting level,Province/territory,Indicator,Metric,Data year,Unit of measurement,Indicator result
Provincial,British Columbia,Cataract surgery,50th Percentile,2021,Hours,1128.0
Provincial,British Columbia,Cataract surgery,Volume,2021,Number of cases,38621.0
Provincial,British Columbia,Colorectal Cancer Surgery,50th Percentile,2021,Hours,456.0
Provincial,British Columbia,Colorectal Cancer Surgery,Volume,2021,Number of cases,897.0
Provincial,British Columbia,CT Scan,50th Percentile,2021,Hours,504.0
Provincial,British Columbia,CT Scan,Volume,2021,Number of cases,151782.0
Provincial,British Columbia,Hip Fracture Repair,50th Percentile,2021,Hours,31.133333333333333
Provincial,British Columbia,Hip Fracture Repair,Volume,2021,Number of cases,2265.0
Provincial,British Columbia,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2021,Hours,25.108333335
Provincial,British Columbia,Hip Fracture Repair/Emergency and Inpatient,Volume,2021,Number of cases,0.0
Provincial,British Columbia,Hip Replacement,50th Percentile,2021,Hours,2448.0
Provincial,British Columbia,Hip Replacement,Volume,2021,Number of cases,3447.0
Provincial,British Columbia,Knee Replacement,50th Percentile,2021,Hours,2856.0
Provincial,British Columbia,Knee Replacement,Volume,2021,Number of cases,4613.0
Provincial,British Columbia,Lung Cancer Surgery,50th Percentile,2021,Hours,480.0
Provincial,British Columbia,Lung Cancer Surgery,Volume,2021,Number of cases,530.0
Provincial,British Columbia,MRI Scan,50th Percentile,2021,Hours,1008.0
Provincial,British Columbia,MRI Scan,Volume,2021,Number of cases,96679.0
Provincial,British Columbia,Prostate Cancer Surgery,50th Percentile,2021,Hours,888.0
Provincial,British Columbia,Prostate Cancer Surgery,Volume,2021,Number of cases,485.0
Provincial,British Columbia,Radiation Therapy,50th Percentile,2021,Hours,312.0
Provincial,British Columbia,Radiation Therapy,Volume,2021,Number of cases,6428.0
Provincial,Manitoba,Bladder Cancer Surgery,50th Percentile,2021,Hours,600.0
Provincial,Manitoba,Bladder Cancer Surgery,Volume,2021,Number of cases,0.0
Provincial,Manitoba,Breast Cancer Surgery,50th Percentile,2021,Hours,504.0
Provincial,Manitoba,Breast Cancer Surgery,Volume,2021,Number of cases,341.0
Provincial,Manitoba,CABG,50th Percentile,2021,Hours,168.0
Provincial,Manitoba,CABG,Volume,2021,Number of cases,149.0
Provincial,Manitoba,Cataract surgery,50th Percentile,2021,Hours,3384.0
Provincial,Manitoba,Cataract surgery,Volume,2021,Number of cases,3031.0
Provincial,Manitoba,Colorectal Cancer Surgery,50th Percentile,2021,Hours,480.0
Provincial,Manitoba,Colorectal Cancer Surgery,Volume,2021,Number of cases,0.0
Provincial,Manitoba,CT Scan,50th Percentile,2021,Hours,672.0
Provincial,Manitoba,CT Scan,Volume,2021,Number of cases,58051.0
Provincial,Manitoba,Hip Fracture Repair,50th Percentile,2021,Hours,20.233333333333334
Provincial,Manitoba,Hip Fracture Repair,Volume,2021,Number of cases,587.0
Provincial,Manitoba,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2021,Hours,25.108333335
Provincial,Manitoba,Hip Fracture Repair/Emergency and Inpatient,Volume,2021,Number of cases,0.0
Provincial,Manitoba,Hip Replacement,50th Percentile,2021,Hours,4056.0
Provincial,Manitoba,Hip Replacement,Volume,2021,Number of cases,687.0
Provincial,Manitoba,Knee Replacement,50th Percentile,2021,Hours,5688.0
Provincial,Manitoba,Knee Replacement,Volume,2021,Number of cases,926.0
Provincial,Manitoba,Lung Cancer Surgery,50th Percentile,2021,Hours,528.0
Provincial,Manitoba,Lung Cancer Surgery,Volume,2021,Number of cases,104.0
Provincial,Manitoba,MRI Scan,50th Percentile,2021,Hours,1584.0
Provincial,Manitoba,MRI Scan,Volume,2021,Number of cases,38298.0
Provincial,Manitoba,Prostate Cancer Surgery,50th Percentile,2021,Hours,972.0
Provincial,Manitoba,Prostate Cancer Surgery,Volume,2021,Number of cases,0.0
Provincial,Manitoba,Radiation Therapy,50th Percentile,2021,Hours,312.0
Provincial,Manitoba,Radiation Therapy,Volume,2021,Number of cases,1780.0
Provincial,New Brunswick,Bladder Cancer Surgery,50th Percentile,2021,Hours,648.0
Provincial,New Brunswick,Bladder Cancer Surgery,Volume,2021,Number of cases,267.0
Provincial,New Brunswick,Breast Cancer Surgery,50th Percentile,2021,Hours,552.0
Provincial,New Brunswick,Breast Cancer Surgery,Volume,2021,Number of cases,402.0
Provincial,New Brunswick,CABG,50th Percentile,2021,Hours,192.0
Provincial,New Brunswick,CABG,Volume,2021,Number of cases,198.0
Provincial,New Brunswick,Cataract surgery,50th Percentile,2021,Hours,1224.0
Provincial,New Brunswick,Cataract surgery,Volume,2021,Number of cases,6147.0
Provincial,New Brunswick,Colorectal Cancer Surgery,50th Percentile,2021,Hours,552.0
Provincial,New Brunswick,Colorectal Cancer Surgery,Volume,2021,Number of cases,211.0
Provincial,New Brunswick,CT Scan,50th Percentile,2021,Hours,504.0
Provincial,New Brunswick,CT Scan,Volume,2021,Number of cases,0.0
Provincial,New Brunswick,Hip Fracture Repair,50th Percentile,2021,Hours,21.683333333333334
Provincial,New Brunswick,Hip Fracture Repair,Volume,2021,Number of cases,387.0
Provincial,New Brunswick,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2021,Hours,25.108333335
Provincial,New Brunswick,Hip Fracture Repair/Emergency and Inpatient,Volume,2021,Number of cases,0.0
Provincial,New Brunswick,Hip Replacement,50th Percentile,2021,Hours,4032.0
Provincial,New Brunswick,Hip Replacement,Volume,2021,Number of cases,572.0
Provincial,New Brunswick,Knee Replacement,50th Percentile,2021,Hours,4968.0
Provincial,New Brunswick,Knee Replacement,Volume,2021,Number of cases,915.0
Provincial,New Brunswick,Lung Cancer Surgery,50th Percentile,2021,Hours,576.0
Provincial,New Brunswick,Lung Cancer Surgery,Volume,2021,Number of cases,72.0
Provincial,New Brunswick,MRI Scan,50th Percentile,2021,Hours,1152.0
Provincial,New Brunswick,MRI Scan,Volume,2021,Number of cases,0.0
Provincial,New Brunswick,Prostate Cancer Surgery,50th Percentile,2021,Hours,936.0
Provincial,New Brunswick,Prostate Cancer Surgery,Volume,2021,Number of cases,82.0
Provincial,New Brunswick,Radiation Therapy,50th Percentile,2021,Hours,312.0
Provincial,New Brunswick,Radiation Therapy,Volume,2021,Number of cases,1159.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,50th Percentile,2021,Hours,480.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,Volume,2021,Number of cases,124.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,50th Percentile,2021,Hours,384.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,Volume,2021,Number of cases,192.0
Provincial,Newfoundland and Labrador,CABG,50th Percentile,2021,Hours,312.0
Provincial,Newfoundland and Labrador,CABG,Volume,2021,Number of cases,192.0
Provincial,Newfoundland and Labrador,Cataract surgery,50th Percentile,2021,Hours,3504.0
Provincial,Newfoundland and Labrador,Cataract surgery,Volume,2021,Number of cases,1077.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,50th Percentile,2021,Hours,336.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,Volume,2021,Number of cases,171.0
Provincial,Newfoundland and Labrador,CT Scan,50th Percentile,2021,Hours,504.0
Provincial,Newfoundland and Labrador,CT Scan,Volume,2021,Number of cases,47553.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair,50th Percentile,2021,Hours,23.966666666666665
Provincial,Newfoundland and Labrador,Hip Fracture Repair,Volume,2021,Number of cases,201.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2021,Hours,23.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,Volume,2021,Number of cases,175.0
Provincial,Newfoundland and Labrador,Hip Replacement,50th Percentile,2021,Hours,3960.0
Provincial,Newfoundland and Labrador,Hip Replacement,Volume,2021,Number of cases,241.0
Provincial,Newfoundland and Labrador,Knee Replacement,50th Percentile,2021,Hours,5040.0
Provincial,Newfoundland and Labrador,Knee Replacement,Volume,2021,Number of cases,360.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,50th Percentile,2021,Hours,456.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,Volume,2021,Number of cases,33.0
Provincial,Newfoundland and Labrador,MRI Scan,50th Percentile,2021,Hours,1152.0
Provincial,Newfoundland and Labrador,MRI Scan,Volume,2021,Number of cases,10542.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,50th Percentile,2021,Hours,864.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,Volume,2021,Number of cases,60.0
Provincial,Newfoundland and Labrador,Radiation Therapy,50th Percentile,2021,Hours,360.0
Provincial,Newfoundland and Labrador,Radiation Therapy,Volume,2021,Number of cases,534.0
Provincial,Nova Scotia,Bladder Cancer Surgery,50th Percentile,2021,Hours,720.0
Provincial,Nova Scotia,Bladder Cancer Surgery,Volume,2021,Number of cases,440.0
Provincial,Nova Scotia,Breast Cancer Surgery,50th Percentile,2021,Hours,384.0
Provincial,Nova Scotia,Breast Cancer Surgery,Volume,2021,Number of cases,488.0
Provincial,Nova Scotia,CABG,50th Percentile,2021,Hours,168.0
Provincial,Nova Scotia,CABG,Volume,2021,Number of cases,160.0
Provincial,Nova Scotia,Cataract surgery,50th Percentile,2021,Hours,2088.0
Provincial,Nova Scotia,Cataract surgery,Volume,2021,Number of cases,4340.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,50th Percentile,2021,Hours,528.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,Volume,2021,Number of cases,241.0
Provincial,Nova Scotia,CT Scan,50th Percentile,2021,Hours,672.0
Provincial,Nova Scotia,CT Scan,Volume,2021,Number of cases,38031.0
Provincial,Nova Scotia,Hip Fracture Repair,50th Percentile,2021,Hours,20.95
Provincial,Nova Scotia,Hip Fracture Repair,Volume,2021,Number of cases,499.0
Provincial,Nova Scotia,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2021,Hours,25.108333335
Provincial,Nova Scotia,Hip Fracture Repair/Emergency and Inpatient,Volume,2021,Number of cases,0.0
Provincial,Nova Scotia,Hip Replacement,50th Percentile,2021,Hours,3648.0
Provincial,Nova Scotia,Hip Replacement,Volume,2021,Number of cases,564.0
Provincial,Nova Scotia,Knee Replacement,50th Percentile,2021,Hours,4296.0
Provincial,Nova Scotia,Knee Replacement,Volume,2021,Number of cases,946.0
Provincial,Nova Scotia,Lung Cancer Surgery,50th Percentile,2021,Hours,504.0
Provincial,Nova Scotia,Lung Cancer Surgery,Volume,2021,Number of cases,161.0
Provincial,Nova Scotia,MRI Scan,50th Percentile,2021,Hours,1992.0
Provincial,Nova Scotia,MRI Scan,Volume,2021,Number of cases,12044.0
Provincial,Nova Scotia,Prostate Cancer Surgery,50th Percentile,2021,Hours,1464.0
Provincial,Nova Scotia,Prostate Cancer Surgery,Volume,2021,Number of cases,106.0
Provincial,Nova Scotia,Radiation Therapy,50th Percentile,2021,Hours,336.0
Provincial,Nova Scotia,Radiation Therapy,Volume,2021,Number of cases,1600.0
Provincial,Ontario,Bladder Cancer Surgery,50th Percentile,2021,Hours,528.0
Provincial,Ontario,Bladder Cancer Surgery,Volume,2021,Number of cases,5366.0
Provincial,Ontario,Breast Cancer Surgery,50th Percentile,2021,Hours,384.0
Provincial,Ontario,Breast Cancer Surgery,Volume,2021,Number of cases,6219.0
Provincial,Ontario,CABG,50th Percentile,2021,Hours,168.0
Provincial,Ontario,CABG,Volume,2021,Number of cases,2676.0
Provincial,Ontario,Cataract surgery,50th Percentile,2021,Hours,2112.0
Provincial,Ontario,Cataract surgery,Volume,2021,Number of cases,52643.0
Provincial,Ontario,Colorectal Cancer Surgery,50th Percentile,2021,Hours,408.0
Provincial,Ontario,Colorectal Cancer Surgery,Volume,2021,Number of cases,2504.0
Provincial,Ontario,CT Scan,50th Percentile,2021,Hours,120.0
Provincial,Ontario,CT Scan,Volume,2021,Number of cases,513775.0
Provincial,Ontario,Hip Fracture Repair,50th Percentile,2021,Hours,24.633333333333333
Provincial,Ontario,Hip Fracture Repair,Volume,2021,Number of cases,5739.0
Provincial,Ontario,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2021,Hours,30.34166667
Provincial,Ontario,Hip Fracture Repair/Emergency and Inpatient,Volume,2021,Number of cases,5282.0
Provincial,Ontario,Hip Replacement,50th Percentile,2021,Hours,2496.0
Provincial,Ontario,Hip Replacement,Volume,2021,Number of cases,7212.0
Provincial,Ontario,Knee Replacement,50th Percentile,2021,Hours,2688.0
Provincial,Ontario,Knee Replacement,Volume,2021,Number of cases,10572.0
Provincial,Ontario,Lung Cancer Surgery,50th Percentile,2021,Hours,480.0
Provincial,Ontario,Lung Cancer Surgery,Volume,2021,Number of cases,1388.0
Provincial,Ontario,MRI Scan,50th Percentile,2021,Hours,696.0
Provincial,Ontario,MRI Scan,Volume,2021,Number of cases,358935.0
Provincial,Ontario,Prostate Cancer Surgery,50th Percentile,2021,Hours,984.0
Provincial,Ontario,Prostate Cancer Surgery,Volume,2021,Number of cases,1013.0
Provincial,Ontario,Radiation Therapy,50th Percentile,2021,Hours,235.20000000000002
Provincial,Ontario,Radiation Therapy,Volume,2021,Number of cases,17725.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,50th Percentile,2021,Hours,456.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,Volume,2021,Number of cases,39.0
Provincial,Prince Edward Island,Breast Cancer Surgery,50th Percentile,2021,Hours,480.0
Provincial,Prince Edward Island,Breast Cancer Surgery,Volume,2021,Number of cases,46.0
Provincial,Prince Edward Island,CABG,50th Percentile,2021,Hours,191.76
Provincial,Prince Edward Island,CABG,Volume,2021,Number of cases,0.0
Provincial,Prince Edward Island,Cataract surgery,50th Percentile,2021,Hours,3876.0
Provincial,Prince Edward Island,Cataract surgery,Volume,2021,Number of cases,725.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,50th Percentile,2021,Hours,492.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,Volume,2021,Number of cases,24.0
Provincial,Prince Edward Island,CT Scan,50th Percentile,2021,Hours,643.2
Provincial,Prince Edward Island,CT Scan,Volume,2021,Number of cases,4731.0
Provincial,Prince Edward Island,Hip Fracture Repair,50th Percentile,2021,Hours,17.15
Provincial,Prince Edward Island,Hip Fracture Repair,Volume,2021,Number of cases,60.0
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2021,Hours,17.7
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,Volume,2021,Number of cases,62.0
Provincial,Prince Edward Island,Hip Replacement,50th Percentile,2021,Hours,3890.3999999999996
Provincial,Prince Edward Island,Hip Replacement,Volume,2021,Number of cases,142.0
Provincial,Prince Edward Island,Knee Replacement,50th Percentile,2021,Hours,4886.4
Provincial,Prince Edward Island,Knee Replacement,Volume,2021,Number of cases,279.0
Provincial,Prince Edward Island,Lung Cancer Surgery,50th Percentile,2021,Hours,528.0
Provincial,Prince Edward Island,Lung Cancer Surgery,Volume,2021,Number of cases,0.0
Provincial,Prince Edward Island,MRI Scan,50th Percentile,2021,Hours,820.8000000000001
Provincial,Prince Edward Island,MRI Scan,Volume,2021,Number of cases,2405.0
Provincial,Prince Edward Island,Prostate Cancer Surgery,50th Percentile,2021,Hours,972.0
Provincial,Prince Edward Island,Prostate Cancer Surgery,Volume,2021,Number of cases,8.5
Provincial,Prince Edward Island,Radiation Therapy,50th Percentile,2021,Hours,288.0
Provincial,Prince Edward Island,Radiation Therapy,Volume,2021,Number of cases,243.0
Provincial,Quebec,Bladder Cancer Surgery,50th Percentile,2021,Hours,648.0
Provincial,Quebec,Bladder Cancer Surgery,Volume,2021,Number of cases,3232.0
Provincial,Quebec,Breast Cancer Surgery,50th Percentile,2021,Hours,528.0
Provincial,Quebec,Breast Cancer Surgery,Volume,2021,Number of cases,3802.0
Provincial,Quebec,CABG,50th Percentile,2021,Hours,191.76
Provincial,Quebec,CABG,Volume,2021,Number of cases,2724.0
Provincial,Quebec,Cataract surgery,50th Percentile,2021,Hours,1560.0
Provincial,Quebec,Cataract surgery,Volume,2021,Number of cases,38955.0
Provincial,Quebec,Colorectal Cancer Surgery,50th Percentile,2021,Hours,528.0
Provincial,Quebec,Colorectal Cancer Surgery,Volume,2021,Number of cases,1580.0
Provincial,Quebec,CT Scan,50th Percentile,2021,Hours,504.0
Provincial,Quebec,CT Scan,Volume,2021,Number of cases,0.0
Provincial,Quebec,Hip Fracture Repair,50th Percentile,2021,Hours,22.0
Provincial,Quebec,Hip Fracture Repair,Volume,2021,Number of cases,0.0
Provincial,Quebec,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2021,Hours,25.108333335
Provincial,Quebec,Hip Fracture Repair/Emergency and Inpatient,Volume,2021,Number of cases,0.0
Provincial,Quebec,Hip Replacement,50th Percentile,2021,Hours,4224.0
Provincial,Quebec,Hip Replacement,Volume,2021,Number of cases,3495.0
Provincial,Quebec,Knee Replacement,50th Percentile,2021,Hours,4944.0
Provincial,Quebec,Knee Replacement,Volume,2021,Number of cases,4232.0
Provincial,Quebec,Lung Cancer Surgery,50th Percentile,2021,Hours,600.0
Provincial,Quebec,Lung Cancer Surgery,Volume,2021,Number of cases,1158.0
Provincial,Quebec,MRI Scan,50th Percentile,2021,Hours,1152.0
Provincial,Quebec,MRI Scan,Volume,2021,Number of cases,0.0
Provincial,Quebec,Prostate Cancer Surgery,50th Percentile,2021,Hours,864.0
Provincial,Quebec,Prostate Cancer Surgery,Volume,2021,Number of cases,707.0
Provincial,Quebec,Radiation Therapy,50th Percentile,2021,Hours,235.20000000000002
Provincial,Quebec,Radiation Therapy,Volume,2021,Number of cases,12590.0
Provincial,Saskatchewan,Bladder Cancer Surgery,50th Percentile,2021,Hours,384.0
Provincial,Saskatchewan,Bladder Cancer Surgery,Volume,2021,Number of cases,307.0
Provincial,Saskatchewan,Breast Cancer Surgery,50th Percentile,2021,Hours,456.0
Provincial,Saskatchewan,Breast Cancer Surgery,Volume,2021,Number of cases,387.0
Provincial,Saskatchewan,CABG,50th Percentile,2021,Hours,144.0
Provincial,Saskatchewan,CABG,Volume,2021,Number of cases,109.0
Provincial,Saskatchewan,Cataract surgery,50th Percentile,2021,Hours,2016.0
Provincial,Saskatchewan,Cataract surgery,Volume,2021,Number of cases,4155.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,50th Percentile,2021,Hours,480.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,Volume,2021,Number of cases,180.0
Provincial,Saskatchewan,CT Scan,50th Percentile,2021,Hours,648.0
Provincial,Saskatchewan,CT Scan,Volume,2021,Number of cases,21462.0
Provincial,Saskatchewan,Hip Fracture Repair,50th Percentile,2021,Hours,27.533333333333335
Provincial,Saskatchewan,Hip Fracture Repair,Volume,2021,Number of cases,521.0
Provincial,Saskatchewan,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2021,Hours,25.108333335
Provincial,Saskatchewan,Hip Fracture Repair/Emergency and Inpatient,Volume,2021,Number of cases,0.0
Provincial,Saskatchewan,Hip Replacement,50th Percentile,2021,Hours,5616.0
Provincial,Saskatchewan,Hip Replacement,Volume,2021,Number of cases,687.0
Provincial,Saskatchewan,Knee Replacement,50th Percentile,2021,Hours,9984.0
Provincial,Saskatchewan,Knee Replacement,Volume,2021,Number of cases,913.0
Provincial,Saskatchewan,Lung Cancer Surgery,50th Percentile,2021,Hours,432.0
Provincial,Saskatchewan,Lung Cancer Surgery,Volume,2021,Number of cases,56.0
Provincial,Saskatchewan,MRI Scan,50th Percentile,2021,Hours,720.0
Provincial,Saskatchewan,MRI Scan,Volume,2021,Number of cases,12638.0
Provincial,Saskatchewan,Prostate Cancer Surgery,50th Percentile,2021,Hours,1056.0
Provincial,Saskatchewan,Prostate Cancer Surgery,Volume,2021,Number of cases,89.0
Provincial,Saskatchewan,Radiation Therapy,50th Percentile,2021,Hours,168.0
Provincial,Saskatchewan,Radiation Therapy,Volume,2021,Number of cases,1202.0
Provincial,Alberta,Bladder Cancer Surgery,50th Percentile,2022,Hours,720.0
Provincial,Alberta,Bladder Cancer Surgery,Volume,2022,Number of cases,977.0
Provincial,Alberta,Breast Cancer Surgery,50th Percentile,2022,Hours,504.0
Provincial,Alberta,Breast Cancer Surgery,Volume,2022,Number of cases,1679.0
Provincial,Alberta,CABG,50th Percentile,2022,Hours,168.0
Provincial,Alberta,CABG,Volume,2022,Number of cases,444.0
Provincial,Alberta,Cataract surgery,50th Percentile,2022,Hours,1800.0
Provincial,Alberta,Cataract surgery,Volume,2022,Number of cases,12372.0
Provincial,Alberta,Colorectal Cancer Surgery,50th Percentile,2022,Hours,600.0
Provincial,Alberta,Colorectal Cancer Surgery,Volume,2022,Number of cases,692.0
Provincial,Alberta,CT Scan,50th Percentile,2022,Hours,408.0
Provincial,Alberta,CT Scan,Volume,2022,Number of cases,76343.0
Provincial,Alberta,Hip Fracture Repair,50th Percentile,2022,Hours,20.683333333333334
Provincial,Alberta,Hip Fracture Repair,Volume,2022,Number of cases,1579.0
Provincial,Alberta,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,28.59166666666667
Provincial,Alberta,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,1446.0
Provincial,Alberta,Hip Replacement,50th Percentile,2022,Hours,5568.0
Provincial,Alberta,Hip Replacement,Volume,2022,Number of cases,2553.0
Provincial,Alberta,Knee Replacement,50th Percentile,2022,Hours,6792.0
Provincial,Alberta,Knee Replacement,Volume,2022,Number of cases,3225.0
Provincial,Alberta,Lung Cancer Surgery,50th Percentile,2022,Hours,816.0
Provincial,Alberta,Lung Cancer Surgery,Volume,2022,Number of cases,389.0
Provincial,Alberta,MRI Scan,50th Percentile,2022,Hours,1104.0
Provincial,Alberta,MRI Scan,Volume,2022,Number of cases,65111.0
Provincial,Alberta,Prostate Cancer Surgery,50th Percentile,2022,Hours,1824.0
Provincial,Alberta,Prostate Cancer Surgery,Volume,2022,Number of cases,523.0
Provincial,Alberta,Radiation Therapy,50th Percentile,2022,Hours,235.20000000000002
Provincial,Alberta,Radiation Therapy,Volume,2022,Number of cases,4795.0
Provincial,British Columbia,Bladder Cancer Surgery,50th Percentile,2022,Hours,600.0
Provincial,British Columbia,Bladder Cancer Surgery,Volume,2022,Number of cases,1859.0
Provincial,British Columbia,Breast Cancer Surgery,50th Percentile,2022,Hours,480.0
Provincial,British Columbia,Breast Cancer Surgery,Volume,2022,Number of cases,2305.0
Provincial,British Columbia,CABG,50th Percentile,2022,Hours,144.0
Provincial,British Columbia,CABG,Volume,2022,Number of cases,963.0
Provincial,British Columbia,Cataract surgery,50th Percentile,2022,Hours,1032.0
Provincial,British Columbia,Cataract surgery,Volume,2022,Number of cases,37652.0
Provincial,British Columbia,Colorectal Cancer Surgery,50th Percentile,2022,Hours,504.0
Provincial,British Columbia,Colorectal Cancer Surgery,Volume,2022,Number of cases,908.0
Provincial,British Columbia,CT Scan,50th Percentile,2022,Hours,552.0
Provincial,British Columbia,CT Scan,Volume,2022,Number of cases,144598.0
Provincial,British Columbia,Hip Fracture Repair,50th Percentile,2022,Hours,28.55
Provincial,British Columbia,Hip Fracture Repair,Volume,2022,Number of cases,2045.0
Provincial,British Columbia,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,25.108333335
Provincial,British Columbia,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,0.0
Provincial,British Columbia,Hip Replacement,50th Percentile,2022,Hours,3576.0
Provincial,British Columbia,Hip Replacement,Volume,2022,Number of cases,3571.0
Provincial,British Columbia,Knee Replacement,50th Percentile,2022,Hours,3936.0
Provincial,British Columbia,Knee Replacement,Volume,2022,Number of cases,5091.0
Provincial,British Columbia,Lung Cancer Surgery,50th Percentile,2022,Hours,504.0
Provincial,British Columbia,Lung Cancer Surgery,Volume,2022,Number of cases,500.0
Provincial,British Columbia,MRI Scan,50th Percentile,2022,Hours,1200.0
Provincial,British Columbia,MRI Scan,Volume,2022,Number of cases,95334.0
Provincial,British Columbia,Prostate Cancer Surgery,50th Percentile,2022,Hours,960.0
Provincial,British Columbia,Prostate Cancer Surgery,Volume,2022,Number of cases,527.0
Provincial,British Columbia,Radiation Therapy,50th Percentile,2022,Hours,336.0
Provincial,British Columbia,Radiation Therapy,Volume,2022,Number of cases,6403.0
Provincial,Manitoba,Bladder Cancer Surgery,50th Percentile,2022,Hours,600.0
Provincial,Manitoba,Bladder Cancer Surgery,Volume,2022,Number of cases,0.0
Provincial,Manitoba,Breast Cancer Surgery,50th Percentile,2022,Hours,648.0
Provincial,Manitoba,Breast Cancer Surgery,Volume,2022,Number of cases,372.0
Provincial,Manitoba,CABG,50th Percentile,2022,Hours,264.0
Provincial,Manitoba,CABG,Volume,2022,Number of cases,161.0
Provincial,Manitoba,Cataract surgery,50th Percentile,2022,Hours,3024.0
Provincial,Manitoba,Cataract surgery,Volume,2022,Number of cases,4812.0
Provincial,Manitoba,Colorectal Cancer Surgery,50th Percentile,2022,Hours,480.0
Provincial,Manitoba,Colorectal Cancer Surgery,Volume,2022,Number of cases,0.0
Provincial,Manitoba,CT Scan,50th Percentile,2022,Hours,408.0
Provincial,Manitoba,CT Scan,Volume,2022,Number of cases,57825.0
Provincial,Manitoba,Hip Fracture Repair,50th Percentile,2022,Hours,20.3
Provincial,Manitoba,Hip Fracture Repair,Volume,2022,Number of cases,521.0
Provincial,Manitoba,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,25.108333335
Provincial,Manitoba,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,0.0
Provincial,Manitoba,Hip Replacement,50th Percentile,2022,Hours,5208.0
Provincial,Manitoba,Hip Replacement,Volume,2022,Number of cases,1050.0
Provincial,Manitoba,Knee Replacement,50th Percentile,2022,Hours,8064.0
Provincial,Manitoba,Knee Replacement,Volume,2022,Number of cases,1589.0
Provincial,Manitoba,Lung Cancer Surgery,50th Percentile,2022,Hours,576.0
Provincial,Manitoba,Lung Cancer Surgery,Volume,2022,Number of cases,115.0
Provincial,Manitoba,MRI Scan,50th Percentile,2022,Hours,2376.0
Provincial,Manitoba,MRI Scan,Volume,2022,Number of cases,19312.0
Provincial,Manitoba,Prostate Cancer Surgery,50th Percentile,2022,Hours,972.0
Provincial,Manitoba,Prostate Cancer Surgery,Volume,2022,Number of cases,0.0
Provincial,Manitoba,Radiation Therapy,50th Percentile,2022,Hours,408.0
Provincial,Manitoba,Radiation Therapy,Volume,2022,Number of cases,1729.0
Provincial,New Brunswick,Bladder Cancer Surgery,50th Percentile,2022,Hours,576.0
Provincial,New Brunswick,Bladder Cancer Surgery,Volume,2022,Number of cases,242.0
Provincial,New Brunswick,Breast Cancer Surgery,50th Percentile,2022,Hours,576.0
Provincial,New Brunswick,Breast Cancer Surgery,Volume,2022,Number of cases,339.0
Provincial,New Brunswick,CABG,50th Percentile,2022,Hours,216.0
Provincial,New Brunswick,CABG,Volume,2022,Number of cases,217.0
Provincial,New Brunswick,Cataract surgery,50th Percentile,2022,Hours,1560.0
Provincial,New Brunswick,Cataract surgery,Volume,2022,Number of cases,5698.0
Provincial,New Brunswick,Colorectal Cancer Surgery,50th Percentile,2022,Hours,528.0
Provincial,New Brunswick,Colorectal Cancer Surgery,Volume,2022,Number of cases,217.0
Provincial,New Brunswick,CT Scan,50th Percentile,2022,Hours,504.0
Provincial,New Brunswick,CT Scan,Volume,2022,Number of cases,0.0
Provincial,New Brunswick,Hip Fracture Repair,50th Percentile,2022,Hours,23.225
Provincial,New Brunswick,Hip Fracture Repair,Volume,2022,Number of cases,432.0
